# Pathway	IN-B15-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B16-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B17-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B18-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B19-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B22-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B23-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B24-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B25-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B27-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B28-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B29-d94.sam.bam.filtered.sorted_merged_Abundance	IN-B7-d94.sam.bam.filtered.sorted_merged_Abundance	N-B1-d94.sam.bam.filtered.sorted_merged_Abundance	N-B10-d94.sam.bam.filtered.sorted_merged_Abundance	N-B11-d94.sam.bam.filtered.sorted_merged_Abundance	N-B12-d94.sam.bam.filtered.sorted_merged_Abundance	N-B13-d94.sam.bam.filtered.sorted_merged_Abundance	N-B14-d94.sam.bam.filtered.sorted_merged_Abundance	N-B2-d94.sam.bam.filtered.sorted_merged_Abundance	N-B21-d94.sam.bam.filtered.sorted_merged_Abundance	N-B4-d94.sam.bam.filtered.sorted_merged_Abundance	N-B5-d94.sam.bam.filtered.sorted_merged_Abundance	N-B6-d94.sam.bam.filtered.sorted_merged_Abundance	N-B8-d94.sam.bam.filtered.sorted_merged_Abundance	N-B9-d94.sam.bam.filtered.sorted_merged_Abundance
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937649	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation	26.9719	7.06918	11.8642	41.779	10.4316	9.73599	6.2691	14.4518	6.43706	45.8407	24.5673	31.4002	10.2002	52.6301	7.86264	8.78673	14.7469	24.5856	50.9592	7.42458	13.203	30.2298	24.1572	22.5706	53.9347	46.4208
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	9.85603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09742	0	0	0	0	0	3.02106	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Dorea.s__Dorea_sp_5_2	11.8585	0	0	0	0	0	0	0	0	20.6485	0	0	0	20.921	0	0	0	0	18.6093	0	0	44.4321	28.6867	16.3685	7.86444	20.191
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	3.25863	0	0	0	0	0	0	0	0	0	1.79915	0	0	0	0	0	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_1_3	0	0	0	0	4.8045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1727	0	0	0	52.5241
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Ruminococcus.s__Ruminococcus_flavefaciens	0	1.30677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	77.0225	36.8913	56.3352	161.489	35.1734	49.551	41.3863	67.6923	39.2445	249.257	108.741	193.991	49.1288	273.603	35.6266	45.5459	67.5633	105.677	208.897	43.5982	87.853	129.078	131.716	112.988	219.88	184.389
PWY-7242: D-fructuronate degradation	19.6196	15.2637	13.3501	18.0049	3.57069	7.63136	3.94804	5.65159	3.16823	14.6222	7.39029	7.31691	9.02951	7.6902	21.4957	6.1199	3.33057	7.13165	12.0849	2.3281	3.71704	1.74556	5.08	7.76704	5.86786	3.92505
PWY-7242: D-fructuronate degradation|g__Escherichia.s__Escherichia_coli	14.7318	51.538	25.3146	4.52426	0	5.96368	8.0594	4.36477	0	2.62584	3.69988	5.08375	7.95932	2.82781	65.7065	2.45693	1.81297	3.10354	0	0	0	0	0	6.43277	8.01154	3.19631
PWY-7242: D-fructuronate degradation|unclassified	36.0128	11.3448	16.5658	65.2581	9.75399	29.45	13.0623	13.2987	19.0061	85.3434	28.5572	25.0013	30.6755	37.5239	9.68215	24.5669	11.758	31.2066	52.2482	11.614	22.3503	9.60314	30.388	23.7299	18.4423	15.0769
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	172.204	75.082	100.125	105.282	125.695	138.494	92.4674	128.105	99.1611	102.689	114.775	124.377	101.654	93.5431	127.626	131.974	92.562	140.916	109.327	62.7081	69.7978	67.132	79.9779	100.294	147.062	97.3027
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.05013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	1.50033	0	0	0	0	0	0	0	0	0	0	0	1.12979	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	18.9331	6.93825	8.63873	5.41013	55.4735	280.926	68.0405	157.502	129.111	24.986	210.785	11.8763	0	0	19.7228	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	162.108	126.574	225.637	308.622	164.952	150.943	93.4931	182.069	168.77	317.03	169.375	215.761	234.537	374.938	104.568	196.577	322.502	274.214	327.813	78.9767	205.44	226.712	188.456	247.216	362.877	287.251
PWY-7254: TCA cycle VII (acetate-producers)	9.21629	12.4316	8.04131	0.987015	0	0.678197	0.527367	1.19395	0	0.65003	1.29058	1.23226	2.10554	0.462898	18.7827	0.286317	0.604317	0.266862	0.758985	0	0	0	0	1.74129	1.87997	0.611911
PWY-7254: TCA cycle VII (acetate-producers)|g__Escherichia.s__Escherichia_coli	9.97345	32.5944	9.42286	0	0	1.02461	2.51337	2.45915	0	1.53075	0	3.49783	6.71514	0	34.5247	1.12857	0	0.866422	1.54739	0	0	0	0	4.13692	0	0
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	10.1683	17.4669	9.03498	0.57313	0	1.40103	1.5639	1.43602	0	0	0	0.68073	4.25048	0	25.1195	0.716632	0	1.01145	0	0	0	0	0	1.48945	1.26462	0.689201
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|g__Escherichia.s__Escherichia_coli	13.8862	46.8574	21.123	0	0	1.06731	5.97784	4.91624	0	0	0	2.71624	8.86994	0	67.2507	1.49367	0	2.30667	0	0	0	0	0	3.51222	0	2.89425
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	15.0221	10.5589	10.0825	9.79641	0.48073	9.95271	0	12.8329	0	7.38983	1.24198	3.91645	34.8584	24.4808	15.8693	1.42134	13.1243	15.009	28.4434	0	0	20.1689	4.1186	1.44998	3.2406	8.41103
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Helicobacter.s__Helicobacter_hepaticus	11.4722	0	7.64865	8.75581	1.70817	11.8546	0	16.8377	0	9.77051	1.50414	1.65292	41.3076	14.5257	13.0103	0	14.2859	16.9662	28.7308	0	0	21.6877	0	1.59336	2.13645	10.9713
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|unclassified	34.0684	14.929	33.407	28.0292	0	35.704	0	36.5092	0	26.6762	0	20.9532	107.514	115.529	40.7397	7.27859	35.5567	38.4867	90.0331	0	0	106.234	19.7486	5.29604	5.58353	27.6006
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	6.09511	6.89633	2.5367	7.93712	8.8178	11.3316	1.52997	0	3.06685	9.93102	3.39583	12.4958	7.11782	0	0	0	0	0	0	2.6898	0	0	0	4.74737	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	10.9463	6.15609	1.83052	7.5599	6.18687	6.81152	0	12.0535	3.09348	0	8.80475	5.02027	0	0	0	0	0	0	10.1204	0	0	0	7.83908	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	15.6029	24.028	20.2165	1.11132	0	1.70693	1.10442	3.4254	0	0.823625	3.67127	2.55872	6.80468	0.658195	29.9315	0.333849	0.558191	3.00891	0.209323	0	0	0	0.984384	1.53816	1.07866	1.97174
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	15.412	43.4211	37.4916	2.64135	0	3.93301	4.75102	5.75981	0	3.41051	2.42141	6.11282	12.8908	2.25066	65.9474	0	1.09817	2.97975	0.697543	0	0	0	0	4.79595	2.19444	3.71976
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	14.2413	17.5998	9.71168	9.07079	1.702	10.7383	11.1239	6.31187	10.298	6.31097	10.2538	7.14291	11.7056	0.246056	15.6637	0.598637	0	0.456699	0.236428	0	0.498988	0	0.587201	2.00134	2.09852	0.591242
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	1.32938	6.74929	1.61327	1.00886	5.86279	1.93385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95786	0	0	2.15284	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	0.88985	0	3.37261	0	0	0.680416	0	0	0	0	0	0	0.917387	0	5.40199	0	0	0	0	0	0	0	0	0	0.705248	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|unclassified	20.8677	18.0494	0	25.2456	0	48.29	56.7107	21.9415	61.7345	35.17	47.9459	39.0257	37.3113	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	11.573	9.6319	6.26499	0.611166	0	1.76758	0	1.97671	0	0.679885	0.405772	1.49988	0.895813	0	11.2407	2.47227	0	0.976415	0	0	0	0	0	0	0.702023	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	22.7884	21.7761	10.5752	12.041	20.3373	29.8009	55.8256	31.2199	52.5356	56.0355	22.0821	60.407	13.6503	1.28914	21.5465	9.02553	0	2.39045	3.65607	3.03103	0	1.38004	0	10.2297	3.17657	3.09384
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.14263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	13.5621	43.887	16.3494	3.76593	0	3.3826	0	3.16036	0	3.70053	1.04441	1.97826	6.87617	0	49.3863	0.799427	0	2.75438	0	0	0	0	0	3.52835	3.59915	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lactobacillus.s__Lactobacillus_reuteri	0	19.4837	7.93711	5.82285	3.26973	44.2436	224.452	64.0316	125.49	106.203	27.5284	158.611	9.71222	0	0	21.2321	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	0	0	0	0	47.9044	0	0	0	36.2445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	7.12823	1.77835	1.7541	27.4407	2.22573	3.91062	0	11.3675	0	0.683312	0	0	15.4092	18.9599	0	0.741122	4.55097	3.49349	24.0781	0.920876	0	3.77726	0	1.72399	2.84343	4.84787
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|unclassified	16.5678	7.77521	0	92.9751	6.50342	11.3079	0	38.2878	0	0	0	0	49.0064	85.9847	0	0	13.8946	11.4702	79.5882	0	0	17.6383	0	9.61388	6.89913	20.7411
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	21.9258	13.4885	16.4413	38.5297	17.2022	15.7663	8.65896	13.9718	7.47077	33.7779	24.9794	38.4851	19.7393	34.2553	5.80682	10.7374	19.0023	31.1293	35.6937	9.98901	14.5948	6.60797	36.4609	11.0043	35.1333	35.1017
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	36.0384	30.3214	56.6706	93.5625	27.71	44.0184	29.9649	50.3821	13.3779	136.206	72.0808	163.401	37.7785	163.639	13.9515	38.1911	74.1854	107.755	112.244	53.4854	85.6051	33.5282	167.708	43.603	119.691	142.277
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	6.52822	16.2021	6.45737	11.4851	4.71551	4.52115	1.25663	0.218479	0	2.71888	9.57634	1.21729	2.14455	0	21.5286	0	0.638319	0.861837	1.11186	0	0	0	0.562523	2.97977	4.51863	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Escherichia.s__Escherichia_coli	8.60317	24.5444	11.5353	0	0	3.93423	2.24769	0.87969	0	2.08544	0	0	3.23095	0	35.6033	0	0	1.37966	0	0	0	0	0	0	1.25969	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	0	0	0	41.6299	19.0333	15.1265	0	0	0	12.0678	42.5161	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5905	0
PWY-7392: taxadiene biosynthesis (engineered)	0	9.35892	6.63937	8.7413	5.44542	30.7244	55.9871	35.6732	44.6815	37.8897	17.7878	54.3416	9.76737	0	4.36406	12.1742	0.506243	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	105.702	127.115	64.9678	72.1977	43.3409	84.1479	114.622	118.847	98.2096	151.52	63.3195	161.953	130.944	77.1953	84.5353	36.631	69.7231	94.8706	139.557	1.48576	4.08941	94.362	4.96828	17.0725	43.2696	53.0682
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Escherichia.s__Escherichia_coli	13.9072	43.2381	21.3794	1.19538	0	4.95603	3.08721	3.89491	0	3.09193	2.46874	3.69925	8.19702	0	61.3006	1.73203	1.86705	1.13945	0	0	0	0	0	4.62688	2.9999	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	111.706	104.198	28.1735	128.091	72.353	167.707	66.6161	139.458	33.9807	29.0076	0	137.614	303.634	234.657	18.934	59.4079	105.03	199.202	362.605	0	0	282.572	0	25.6003	27.0166	45.8202
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	5.83843	12.9444	5.42347	0.427285	0	0.445889	0	1.17622	0	0.447672	0.635064	0.66937	2.44901	0	18.2251	0	0	0.799193	0	0	0	0	0	1.40844	0.515445	0.614748
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Escherichia.s__Escherichia_coli	19.2395	67.552	25.7524	1.82108	0	2.26933	0	5.50942	0	2.63585	3.11804	4.13538	11.7956	0	86.7504	0	0	3.51072	0	0	0	0	0	8.072	2.20538	3.40482
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	8.55736	20.6427	17.9794	6.09067	1.91486	20.1926	55.3201	30.7971	37.4156	30.6151	15.3148	41.3302	11.8355	0	24.6577	8.26034	0	0	0	0	0	0	0	0	3.09366	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Escherichia.s__Escherichia_coli	13.8757	33.6098	20.9889	0	0	7.53825	0	5.02541	0	0	0	7.63883	9.23538	0	61.7534	0	0	0	0	0	0	0	0	0	5.77378	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Lactobacillus.s__Lactobacillus_reuteri	0	17.7541	3.72543	11.1498	3.70355	48.1423	237.261	56.5773	133.6	122.695	27.8216	148.604	13.1664	0	0	17.5417	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	0	0	0	0	0	0	34.6081	0	15.1256	5.00442	0	8.74457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	35.6246	55.1012	46.6339	18.4898	58.5679	66.7953	63.0785	74.3168	68.9991	68.3186	48.7623	76.3557	32.5481	33.8108	86.2297	26.3546	14.5478	31.9301	61.6285	51.2635	11.8366	22.1712	32.6796	42.7448	26.6828	16.0448
PWY-7560: methylerythritol phosphate pathway II|unclassified	0	6.80639	0	0	22.1558	0	0	0	0	0	25.6081	0	0	0	0	12.5136	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	196.54	114.751	219.674	43.2007	204.517	229.809	88.4597	117.519	166.475	80.2261	167.328	101.378	164.044	114.233	123.683	222.198	191.98	159.48	71.0403	168.994	162.849	97.767	151.297	174.145	143.847	119.851
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	7.23839	1.0712	2.48859	3.80053	0	0	0	0	0	0	17.6009	0	0	0	0	0	2.8542	0	3.70079	11.583	8.41111	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_xylanisolvens	25.5723	57.9899	120.597	2.64081	102.905	52.7678	37.1641	0	135.327	53.8678	69.4856	30.7874	93.7024	0	0	0	0	0	0	77.6787	14.7624	21.8064	19.0235	32.1784	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	14.37	47.2728	18.0809	2.60661	0	3.87046	1.77975	1.16183	0	2.19374	1.33727	4.49086	5.59425	0	58.0136	0	1.25126	1.08497	2.53314	0	0	0	0	0	3.83935	2.3226
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	131.398	305.872	429.851	129.419	243.106	510.442	304.088	293.921	340.042	190.772	219.601	220.408	256.366	527.72	288.62	577.755	810.169	349.622	201.865	521.515	877.321	392.844	734.159	555.844	372.645	513.297
PWY-7664: oleate biosynthesis IV (anaerobic)	11.2214	23.3734	10.794	15.7548	7.01643	6.7706	2.03098	0.420363	0	4.01999	14.1401	1.88064	3.67697	0	31.5267	0	0.95628	1.28994	1.92711	0	0	0	0.843263	4.45057	6.6939	0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Escherichia.s__Escherichia_coli	10.6989	28.6517	14.5034	0	0	3.84711	0	1.04129	0	2.14877	0	4.65257	3.82746	0	40.2789	0	0	1.10542	0	0	0	0	0	0	1.84832	0
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	0	0	0	56.5416	27.7924	22.5935	0	0	0	17.6838	59.9788	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1842	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	8.68199	10.3356	3.98094	2.00902	0	1.01589	0	0.196206	0	0.982068	0	1.63983	5.30605	0	0	1.2172	0	0	0	0	0	0	0	0	0	0.572273
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	135.29	125.973	113.074	86.7052	86.0035	90.0343	142.591	127.159	122.067	92.8328	79.2893	106.989	136.776	120.08	88.1737	86.6282	140.52	97.7797	81.9695	113.666	83.1259	78.4605	50.5522	56.6927	89.6548	84.9296
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	14.2298	35.1048	13.6018	0	0	2.84107	0	2.87028	0	3.02076	0	0	4.43149	0	43.6102	0	0	1.58647	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	20.9172	7.16829	9.03081	5.61143	72.1287	372.914	83.463	193.897	162.643	22.0101	233.089	14.9607	0	0	23.2134	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	100.396	186.478	163.162	262.489	105.449	177.242	202.419	223.03	227.864	49.3618	77.5639	106.457	282.9	382.444	199.332	262.194	504.031	334.262	260.395	315.788	261.538	289.954	183.388	193.035	239.274	307.846
PWY0-1061: superpathway of L-alanine biosynthesis	18.908	24.8313	18.802	2.68459	1.22033	6.01791	5.59433	5.50548	1.10613	6.24937	3.82387	5.7583	8.85938	3.17995	53.2602	2.11583	2.74209	5.10789	1.44479	0	0	0	0.707722	4.63292	5.04777	6.3772
PWY0-1061: superpathway of L-alanine biosynthesis|g__Escherichia.s__Escherichia_coli	20.3859	54.4503	30.4146	4.0778	0	6.70593	2.07274	7.36259	0	3.55917	2.80988	5.96596	11.4267	0	70.1233	0	1.15981	3.15914	0	0	0	0	0	5.46465	3.76434	2.55218
PWY0-1061: superpathway of L-alanine biosynthesis|g__Pasteurella.s__Pasteurella_pneumotropica	0	0	0	0	0.59274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	5.0318	0	0	0	0	0	0	6.36848	0	6.53912	0	0	9.90867	0	0	0	0	0	6.45143	0	0	0	0	0	5.10088	6.57523
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	10.63	11.3231	7.96387	3.66328	2.4326	3.91303	0.642377	5.24164	0	1.4655	0.957629	1.44676	10.613	2.51811	16.1288	0.502781	2.74399	3.7171	8.78113	0	0	3.9087	0.409811	0.89999	1.8032	2.05954
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Escherichia.s__Escherichia_coli	20.1077	54.2995	27.2456	0	0	4.35399	3.65257	4.89246	0	6.55701	3.4612	7.57487	9.73467	0	68.105	1.58264	0.661272	0.624895	0	0	0	0	0	4.11337	5.58355	2.20951
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	10.7424	0	6.84811	11.9412	8.14035	12.8288	0	17.8761	0	0	0	0	36.9819	12.2064	0	0	10.3477	14.1925	36.0484	0	0	21.4727	0	0	0	7.81522
PWY0-1261: anhydromuropeptides recycling	20.3446	30.3246	18.9144	3.1425	0	11.8732	2.54092	7.45983	0	0	3.99827	0	10.6223	0	35.7875	1.76507	2.73068	1.40194	0.342585	0	0	0	0	7.95658	4.5862	3.1508
PWY0-1261: anhydromuropeptides recycling|g__Escherichia.s__Escherichia_coli	30.5244	68.7124	35.9124	2.84786	0	11.5995	4.15998	7.43386	0	0	2.20879	0	13.6931	0	125.449	1.53425	0	1.75843	1.41144	0	0	0	0	11.2852	8.20874	3.62351
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	4.06336	5.79579	3.31655	0	0	0.940419	0.290889	0.926543	0	0.461047	0.544805	0.359968	1.32462	0	10.1917	0	0.180178	0.355666	0	0	0	0	0	0.640848	0.56087	0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|g__Escherichia.s__Escherichia_coli	12.8489	30.0265	15.6359	0	0	3.74201	1.8224	4.25033	0	2.55238	2.58896	1.91042	5.56842	0	48.2851	0	0	1.17879	0	0	0	0	0	3.43144	1.1909	0
PWY0-1296: purine ribonucleosides degradation	122.305	90.1124	94.602	266.595	128.65	106.252	196.049	133.768	135.562	204.2	119.403	192.686	162.112	110.68	123.406	86.001	58.4463	146.377	152.897	71.7778	45.5456	139.782	125.139	108.857	141.548	89.6525
PWY0-1296: purine ribonucleosides degradation|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737961	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	1.58154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	16.5676	0	0	0	0	0	0	28.9662	0	0	0	0	0	0	23.8133	13.4803	0	0	0	0	0	33.4186	0
PWY0-1296: purine ribonucleosides degradation|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	1.44078	0	0	0	0	0	0	0	0	0	2.50405	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	17.9622	33.5089	16.4277	2.23365	0	3.30371	4.12579	1.98173	0	7.80628	0	5.00518	2.32565	2.64429	58.8927	0	0	1.18019	0	0	0	0	0	4.14876	0.917328	7.16763
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_plexicaudatum	0	0	0	0	82.3953	0	104.19	0	0	19.987	2.06381	0	0	0	0	0	0	0	106.284	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	1.82211	8.95757	7.45228	10.1543	49.3105	5.2201	4.86619	0	7.07651	10.5027	2.12461	0	5.41915	44.4854	252.511	10.2069	11.8674	19.2148	56.4028	58.007	20.9221	41.0348	35.8115	63.4559	5.43633	18.1705
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	0	28.9695	7.21692	17.9711	4.79811	78.1774	386.226	95.2609	206.894	176.255	38.9075	284.892	21.176	0	0	35.2653	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Streptococcus.s__Streptococcus_thoraltensis	0.655568	0	0	0	0	0	0	0	0	1.07697	0	0	0	0	1.75493	0	0.744438	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|unclassified	308.898	312.653	390.053	1031.59	312.12	304.4	264.566	379.758	226.742	794.805	441.098	658.831	639.141	529.12	133.642	329.312	236.769	519.367	453.656	283.103	240.514	799.153	735.366	502.778	490.886	436.127
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	21.4899	25.0747	17.6989	7.09894	2.69444	6.43446	2.23982	6.58103	0	3.84977	5.01757	7.63337	5.3608	4.82155	38.7638	0.961996	1.05146	7.64945	8.01063	1.45209	1.13606	4.23265	2.85081	4.70573	8.91288	9.463
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41462	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	18.1857	41.6924	17.9506	2.16819	0	3.70263	3.5732	2.5269	0	6.34107	0	5.60527	3.06988	2.58609	64.6574	0	0	1.29312	0	0	0	0	0	4.0261	1.13031	1.7964
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	9.68051	7.35793	4.91053	24.5947	11.026	7.70716	5.27347	5.39832	0	9.51246	7.3602	25.1491	11.6149	20.4149	3.92524	3.29611	4.81205	30.37	35.6208	8.48409	7.5371	27.5192	18.8576	11.3104	36.3116	47.2603
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	8.48316	15.5316	10.9811	4.93214	1.89791	2.32236	1.83952	5.03577	0.42097	3.05274	3.79241	4.24478	3.99025	1.01169	18.6268	0.78867	0.639054	2.6064	1.71615	1.4201	0	2.0782	0	2.02435	1.10126	2.17078
